code;name;baseidd;region;idd;time_start;time_end;opening_date;zone;s_stat;phone;phoneext;email;addr
524;м-н Ангарск ТЦ Пальмира;0001291;Сибирь;00005550003620204;10:00;20:00;2011-11-13 00:00:00.000;UTC +08:00;Закрыт;+7-3955-66-25-27;1587;rozn1291@gloria-jeans.ru;г. Ангарск,ул. Карла Маркса 34
525;м-н Одинцово ТЦ Подворье;0001292;Центральный регион;00005550003620205;09:00;21:00;2011-11-03 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1581;rozn1292@gloria-jeans.ru;г. Одинцово, ул. Советская,д.2
526;м-н Новокузнецк Металлургов;0001293;Сибирь;00005550003620206;10:00;21:00;2011-11-04 00:00:00.000;UTC +07:00;Действует;8-800-500-82-82;1582;rozn1293@gloria-jeans.ru;Кемеровская обл., г. Новокузнецк, ул. Металлургов 1
527;м-н Рязань ТЦ М5;0001294;Центральный регион;00005550003620207;10:00;22:00;2011-11-11 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1585;rozn1294@gloria-jeans.ru;г. Рязань, Московское шоссе, 65А
528;м-н Ковров ТЦ Треугольник;0001295;Центральный регион;00005550003620209;10:00;21:00;2011-10-01 00:00:00.000;UTC +03:00;Закрыт;+7-49232-2-70-26;1565;rozn1295@gloria-jeans.ru;г. Ковров, ул. Ватутина 59 А
529;м-н Тюмень ТЦ Фаворит;0001296;Урал;00005550003620210;10:00;22:00;2011-09-03 00:00:00.000;UTC +05:00;Закрыт;+7-3452-54-61-18;1566;rozn1296@gloria-jeans.ru;г. Тюмень, ул. Валерии Гнаровской  12
530;м-н Лесосибирск ТЦ АЛПИ;0001297;Сибирь;00005550003620211;10:00;20:00;2011-10-12 00:00:00.000;UTC +07:00;Действует;8-800-500-82-82;1569;rozn1297@gloria-jeans.ru;г. Лесосибирск, ул. Победы, д.31Б
532;м-н Уфа ТЦ Свердловский;0001299;Поволжье;00005550003645409;10:00;21:00;2011-10-27 00:00:00.000;UTC +05:00;Закрыт;8(347)246-52-28;1574;rozn1299@gloria-jeans.ru;г. Уфа, ул. Свердлова 90
533;м-н Сыктывкар ТЦ Макси;0001300;Северо-Западный регион;00005550003645411;10:00;21:00;2011-11-01 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1578;rozn1300@gloria-jeans.ru;Республика Коми, г. Сыктывкар, Октябрьский пр. д.141
534;м-н Гусь-Хрустальный ТЦ Радуга;0001301;Центральный регион;00005550003645412;09:00;19:00;2011-10-15 00:00:00.000;UTC +03:00;Закрыт;+7-920-918-01-51;1570;rozn1301@gloria-jeans.ru;г. Гусь-Хрустальный, ул. Рудницкой 3
535;м-н Архангельск Воскресенская;0001302;Северо-Западный регион;00005550003645413;10:00;21:00;2011-11-19 00:00:00.000;UTC +03:00;Закрыт;+7-8182-62-12-00;1589;rozn1302@gloria-jeans.ru;г. Архангельск, ул. Воскресенская 112
536;м-н Красноярск АЛПИ 60 лет Октября;0001303;Сибирь;00005550003645414;10:00;21:00;2011-10-15 00:00:00.000;UTC +07:00;Действует;8-800-500-82-82;1379;rozn1303@gloria-jeans.ru;г. Красноярск, ул.60 лет Октября,зд.48
537;м-н Дмитров Советская;0001304;Центральный регион;00005550003645415;10:00;22:00;2011-11-18 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1590;rozn1304@gloria-jeans.ru;г. Дмитров, ул. Загорская 22
538;м-н Красноуфимск Озерная;0001305;Урал;00005550003645416;10:00;20:00;2011-12-01 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1625;rozn1305@gloria-jeans.ru;г. Красноуфимск, ул. Озерная 22
539;м-н Бугуруслан Коммунистическая;0001306;Поволжье;00005550003645417;10:00;20:00;2011-11-24 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1592;rozn1306@gloria-jeans.ru;г. Бугуруслан, ул. Коммунистическая 18
540;м-н Астрахань ТЦ Ярмарка;0001307;Южный регион;00005550003645418;10:00;22:00;2011-11-26 00:00:00.000;UTC +04:00;Действует;8-800-500-82-82;1593;rozn1307@gloria-jeans.ru;г. Астрахань, Вокзальная площадь 13
541;м-н С.-Петербург ТЦ Академ Парк;0001308;Северо-Западный регион;00005550003645419;10:00;22:00;2011-12-24 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1634;rozn1308@gloria-jeans.ru;г. С.-Петербург, пр-кт Гражданский 41 корпус 2, литер Б
542;м-н Челябинск ТЦ Кольцо;0001309;Урал;00005550003645420;10:00;22:00;2012-02-03 00:00:00.000;UTC +05:00;Закрыт;+7-3512-16-18-73;1648;rozn1309@gloria-jeans.ru;г. Челябинск, ул. Дарвина 18
543;м-н Южно-Сахалинск ТЦ Столица;0001310;Дальний Восток;00005550003645421;10:00;21:00;2011-12-18 00:00:00.000;UTC +10:00;Закрыт;+7-4242-49-05-59;1627;rozn1310@gloria-jeans.ru;г.Южно-Сахалинск, ул.  Комсомольская 259  В
544;м-н Ахтубинск Нестерова;0001311;Южный регион;00005550003645422;09:00;21:00;2011-12-08 00:00:00.000;UTC +03:00;Подготовка к закрытию;+7-8514-13-72-11;1599;rozn1311@gloria-jeans.ru;г. Ахтубинск, ул. Нестерова 5 б
545;м-н Хасавюрт ТЦ Майн Рид;0001312;Южный регион;00005550003645423;09:00;19:00;2011-12-25 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1640;rozn1312@gloria-jeans.ru;Республика Дагестан, г.Хасавюрт, Махачкалинское шоссе 9
546;м-н Серпухов ТЦ Корстон;0001313;Центральный регион;00005550003645424;10:00;22:00;2012-02-02 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1647;rozn1313@gloria-jeans.ru;Московская обл., г. Серпухов, Борисовское шоссе 1
547;м-н Москва ТЦ Александр Лэнд;0001314;Центральный регион;00005550003645425;10:00;21:00;2011-11-24 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1594;rozn1314@gloria-jeans.ru;г. Москва, ул. Пришвина 22
548;м-н Псков Рижский;0001315;Северо-Западный регион;00005550003645426;10:00;21:00;2011-11-24 00:00:00.000;UTC +03:00;Закрыт;8-800-500-82-82;1903;rozn1315@gloria-jeans.ru;г. Псков, Рижский пр.57
549;м-н Вологда ТЦ Рио;0001316;Северо-Западный регион;00005550003645427;10:00;21:00;2011-10-27 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1361;rozn1316@gloria-jeans.ru;г. Вологда, Окружное шоссе 12
550;м-н Новомосковск Березовая;0001317;Центральный регион;00005550003645428;09:00;21:00;2011-10-28 00:00:00.000;UTC +03:00;Закрыт;8(48762)-7-03-10;1576;rozn1317@gloria-jeans.ru;г. Новомосковск, ул. Березовая 21
551;м-н Челябинск ТЦ Фиеста;0001318;Урал;00005550003645429;10:00;22:00;2011-11-04 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1583;rozn1318@gloria-jeans.ru;г. Челябинск, ул. Молодогвардейцев 7
552;м-н Уфа ТЦ Июнь;0001319;Поволжье;00005550003645430;10:00;22:00;2012-02-02 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1646;rozn1319@gloria-jeans.ru;г. Уфа, Октябрьский р-н, ул. Комсомольская 112
553;м-н Россошь ТЦ Якиманка;0001320;Центральный регион;00005550003645431;09:00;20:00;2011-10-20 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1572;rozn1320@gloria-jeans.ru;г. Россошь, пл. Октябрьская 18-а
554;м-н С.-Петербург ТЦ Лигов;0001321;Северо-Западный регион;00005550003645432;10:00;22:00;2011-10-22 00:00:00.000;UTC +03:00;Закрыт;8(8126)77-82-60;1573;rozn1321@gloria-jeans.ru;г. С.-Петербург, Лиговский пр. 153А
556;м-н Тобольск ТЦ Рио;0001322;Урал;00005550003645433;10:00;22:00;2011-12-04 00:00:00.000;UTC +05:00;Закрыт;+7-3456-34-31-24;1596;rozn1322@gloria-jeans.ru;г. Тобольск, Зона ВУЗов, участок №4
557;м-н Таганрог Дзержинского;0001323;Южный регион;00005550003645444;10:00;21:00;2011-11-06 00:00:00.000;UTC +03:00;Закрыт;+7-8634-60-00-38;1584;rozn1323@gloria-jeans.ru;г. Таганрог, ул. Дзержинского 165-7
558;м-н Пятигорск Дзержинского 0-13;0001324;Южный регион;00005550003645445;10:00;21:00;2011-12-07 00:00:00.000;UTC +03:00;Закрыт;8(8793)39-02-55;1598;rozn1324@gloria-jeans.ru;г.Пятигорск, ул.Дзержинского 40а
559;м-н Алапаевск Ленина;0001325;Урал;00005550003645446;10:00;21:00;2011-12-28 00:00:00.000;UTC +05:00;Подготовка к закрытию;+7-34346-2-10-50;1635;rozn1325@gloria-jeans.ru;г. Алапаевск, Ленина, д.8
560;м-н Ишим Маркса;0001326;Урал;00005550003645447;10:00;20:00;2011-12-23 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1630;rozn1326@gloria-jeans.ru;г.Ишим, ул.К.Маркса 62/1
561;м-н Биробиджан Советская;0001327;Дальний Восток;00005550003645448;10:00;21:00;2011-12-10 00:00:00.000;UTC +10:00;Действует;8-800-500-82-82;1623;rozn1327@gloria-jeans.ru;ЕАО, г. Биробиджан, ул. Советская 58
562;м-н Борисоглебск ТЦ Первый;0001328;Центральный регион;00005550003645449;10:00;21:00;2011-12-10 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1622;rozn1328@gloria-jeans.ru;Воронежская обл., г. Борисоглебск, ул. Советская 80
563;м-н Саратов ТЦ Хэппи Молл;0001329;Поволжье;00005550003645450;10:00;22:00;2011-12-01 00:00:00.000;UTC +04:00;Действует;8-800-500-82-82;1595;rozn1329@gloria-jeans.ru;г.Саратов, Расково, Вольский тракт 2
564;м-н Северодвинск ТЦ Сити;0001330;Северо-Западный регион;00005550003645451;10:00;21:00;2012-01-20 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1638;rozn1330@gloria-jeans.ru;г. Северодвинск, пр-кт Морской 70
565;м-н Балаково ТЦ Грин Хаус;0001331;Поволжье;00005550003645452;10:00;21:00;2012-02-28 00:00:00.000;UTC +03:00;Закрыт;+7-8453-39-02-39;1656;rozn1331@gloria-jeans.ru;г.Балаково, ул.Трнавская 24
566;м-н Омск ТЦ ОК;0001332;Сибирь;00005550003645453;10:00;22:00;2011-12-22 00:00:00.000;UTC +06:00;Действует;8-800-500-82-82;1628;rozn1332@gloria-jeans.ru;г. Омск, ул. Энтузиастов 2/1
567;м-н Уфа ТЦ Мега;0001333;Поволжье;00005550003645454;10:00;22:00;2011-12-09 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1621;rozn1333@gloria-jeans.ru;г. Уфа, Кировский р-он, Рубежная 174
568;м-н Воткинск ТЦ Магнит;0001334;Поволжье;00005550003645455;09:00;20:00;2012-02-03 00:00:00.000;UTC +03:00;Закрыт;+7-3414-55-26-26;1649;rozn1334@gloria-jeans.ru;Удмуртская республика, г.Воткинск, ул.1905 года 28
569;м-н С.-Петербург Ветеранов;0001335;Северо-Западный регион;00005550003645456;10:00;21:00;2011-11-25 00:00:00.000;UTC +03:00;Закрыт;+7-8126-43-39-08;1620;rozn1335@gloria-jeans.ru;г. С.-Петербург, пр. Ветеранов 160
531;м-н Ростов Садовая 0-8;0001298;Южный регион;00005550003646195;10:00;22:00;2011-06-04 00:00:00.000;UTC +03:00;Закрыт;+7-863-269-83-82;1645;rozn1298@gloria-jeans.ru;г. Ростов-на-Дону, ул. Шаумяна 35\50
570;м-н Ейск ТЦ Криница;0001336;Южный регион;00005550003793990;09:00;19:00;2011-12-26 00:00:00.000;UTC +03:00;Закрыт;8(8613) 23-11-12;1631;rozn1336@gloria-jeans.ru;г.Ейск, ул.К.Маркса 116
571;м-н Славянск-на-Кубани Ковтюха;0001337;Южный регион;00005550003793991;09:00;19:00;2011-12-24 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1633;rozn1337@gloria-jeans.ru; г. Славянск-на-Кубани, ул. Ковтюха 50
572;м-н Петропавловск-Камчатский ТЦ Пассаж;0001338;Дальний Восток;00005550003793992;10:00;21:00;2012-03-01 00:00:00.000;UTC +12:00;Действует;8-800-500-82-82;1584;rozn1338@gloria-jeans.ru;Петропавловск-Камчатский, пр. Победы 67
573;м-н Черкесск ТЦ Панорама;0001339;Южный регион;00005550003793993;10:00;22:00;2016-07-29 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1985;rozn1339@gloria-jeans.ru;Карачаево-Черкесская Республика, г. Черкесск, ул. Кавказская, 37
574;м-н Ижевск ТЦ Флагман;0001340;Поволжье;00005550003814599;10:00;21:00;2012-02-22 00:00:00.000;UTC +04:00;Закрыт;8(3412) 908-739;1654;rozn1340@gloria-jeans.ru;г.Ижевск, ул. Удмуртская 255 Б
575;м-н Краснодар ТЦ ОЗ;0001341;Южный регион;00005550003814600;10:00;22:00;2012-04-20 00:00:00.000;UTC +03:00;Закрыт;8 (861) 210-22-56;1670;rozn1341@gloria-jeans.ru;г. Краснодар, Карасунский внутригородской округ, ул. Крылатая 2
576;м-н Пятигорск ТЦ Галерея;0001342;Южный регион;00005550003814601;10:00;22:00;2016-09-23 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1997;rozn1342@gloria-jeans.ru;Ставропольский край, г. Пятигорск, пр. Кирова,65
577;м-н Домодедово ТЦ Торговый Квартал;0001343;Центральный регион;00005550003814602;10:00;22:00;2012-02-28 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1657;rozn1343@gloria-jeans.ru;г. Домодедово, микрорайон Северный, Каширское шоссе, стр.3 а
578;м-н Белогорск Ленина;0001344;Дальний Восток;00005550003814603;10:00;20:00;2012-02-18 00:00:00.000;UTC +09:00;Действует;8-800-500-82-82;1653;rozn1344@gloria-jeans.ru;Амурская обл., г.Белогорск, ул.Ленина,63
579;м-н Киров ТЦ Лето;0001345;Центральный регион;00005550003814604;09:00;21:00;2012-02-24 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1655;rozn1345@gloria-jeans.ru;г.Киров, ул.Комсомольская 37А
580;м-н Ревда ТЦ Квартал;0001346;Урал;00005550003814605;10:00;21:00;2012-02-25 00:00:00.000;UTC +05:00;Закрыт;+7-922-193-82-86;1663;rozn1346@gloria-jeans.ru;г. Ревда, ул. Цветникова 39а
581;м-н Ессентуки ТЦ Каньон;0001347;Южный регион;00005550003814606;10:00;21:00;2012-04-28 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1273;rozn1347@gloria-jeans.ru;Ставропольский край, г. Ессентуки, ул. Ермолова 2
582;м-н Гатчина ТЦ Пилот;0001348;Северо-Западный регион;00005550003814607;10:00;21:00;2012-03-16 00:00:00.000;UTC +03:00;Закрыт;+7-81371-7-57-99;1660;rozn1348@gloria-jeans.ru;г. Гатчина, ул. Генерала Кныша 2А
583;м-н Зеленогорск ТЦ Аллея;0001349;Сибирь;00005550003814608;10:00;20:00;2012-03-16 00:00:00.000;UTC +07:00;Действует;8-800-500-82-82;1687;rozn1349@gloria-jeans.ru;Красноярский край, г. Зеленогорск, ул. Песчаная 2
601;м-н Радужный ТЦ Подсолнух;0001367;Урал;00005550003814609;10:00;20:00;2012-04-27 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1319;rozn1367@gloria-jeans.ru;ХМАО-ЮГРА, Тюменская обл., г. Радужный, микрорайон 4, строение 18а
584;м-н Владивосток Центральный;0001350;Дальний Восток;00005550003814610;10:00;20:00;2012-03-17 00:00:00.000;UTC +10:00;Закрыт;+7-4232-79-07-17;1661;rozn1350@gloria-jeans.ru;г. Владивосток, ул.Светланская 29
585;м-н Нижний Новгород ТЦ 7 Небо;0001351;Центральный регион;00005550003814611;10:00;22:00;2012-04-26 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1047;rozn1351@gloria-jeans.ru;г. Нижний Новгород, ул. Бетанкура 1
586;м-н Волгоград ТРК КомсоМОЛЛ;0001352;Южный регион;00005550003814612;10:00;22:00;2012-04-29 00:00:00.000;UTC +03:00;Закрыт;8 (8442) 26-00-69;1672;rozn1352@gloria-jeans.ru;г. Волгоград, ул. Им. Землячки 110Б
587;м-н С.-Петербург ТЦ Порт Находка;0001353;Северо-Западный регион;00005550003814613;10:00;22:00;2012-03-13 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1659;rozn1353@gloria-jeans.ru;г. Санкт-Петербург, ул. Тепловозная, д. 31
588;м-н С.-Петербург ТЦ Сильвер;0001354;Северо-Западный регион;00005550003814614;10:00;21:00;2012-03-30 00:00:00.000;UTC +03:00;Закрыт;8 (8124)48-35-04;1665;rozn1354@gloria-jeans.ru;г. Санкт-Петербург, пр. Просвещения 30,кор. 4, литар А
589;м-н Северск ТЦ Мармелайт;0001355;Сибирь;00005550003814615;10:00;22:00;2012-04-27 00:00:00.000;UTC +07:00;Действует;8-800-500-82-82;1329;rozn1355@gloria-jeans.ru;ЗАТО Северск, ул. Курчатова 11а
602;м-н Азов Ленина;0001368;Южный регион;00005550003814616;08:00;20:00;2012-05-16 00:00:00.000;UTC +03:00;Закрыт;+7-863-303-01-06;1693;rozn1368@gloria-jeans.ru;г. Азов, ул. Ленина 72 (пер. с ул. Зои Космодемьянской)
590;м-н Москва ТЦ Город;0001356;Центральный регион;00005550003814617;10:00;22:00;2012-05-29 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1686;rozn1356@gloria-jeans.ru;г. Москва, Шоссе Энтузиастов 12, корпус 2
591;м-н Люберцы Октябрьский;0001357;Центральный регион;00005550003814618;10:00;21:00;2012-03-30 00:00:00.000;UTC +03:00;Закрыт;8-800-500-82-82;1771;rozn1357@gloria-jeans.ru;Московская обл., г. Люберцы, пр. Октябрьский 146
603;м-н Оренбург ТЦ Чайка;0001369;Поволжье;00005550003814619;10:00;21:00;2012-05-20 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1679;rozn1369@gloria-jeans.ru;г. Оренбург, пр. Гагарина 29/2
592;м-н Ульяновск ТЦ Энтерра;0001358;Поволжье;00005550003814620;10:00;21:00;2012-03-30 00:00:00.000;UTC +04:00;Действует;8-800-500-82-82;1666;rozn1358@gloria-jeans.ru;г. Ульяновск, ул. Радищева 39
604;м-н С.-Петербург ТЦ Сити Молл;0001370;Северо-Западный регион;00005550003814621;10:00;22:00;2012-05-05 00:00:00.000;UTC +03:00;Закрыт;+7-812-677-82-76;1676;rozn1370@gloria-jeans.ru;г. С.-Петербург, пр. Испытателей 5, кор. 2А
605;м-н Кыштым Либкнехта;0001371;Урал;00005550003814622;10:00;20:00;2012-04-13 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1770;rozn1371@gloria-jeans.ru; г. Кыштым, ул. Карла Либкнехта 178
593;м-н Чебоксары ТЦ Мадагаскар;0001359;Поволжье;00005550003814623;10:00;22:00;2012-04-05 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1668;rozn1359@gloria-jeans.ru;г. Чебоксары, ул. Ленинского Комсомола 21а
606;м-н Клинцы Ленина;0001372;Центральный регион;00005550003814624;10:00;20:00;2012-04-28 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1437;rozn1372@gloria-jeans.ru;г. Клинцы, пр. Ленина, 13
607;м-н С.-Петербург ТЦ Гранд Каньон;0001373;Северо-Западный регион;00005550003814625;10:00;22:00;2012-05-16 00:00:00.000;UTC +03:00;Закрыт;8 (8126)48-09-07;1690;rozn1373@gloria-jeans.ru;г.С.-Петербург, пр.Энгельса,154 А
594;м-н Первоуральск ТЦ Строитель;0001360;Урал;00005550003814626;10:00;21:00;2012-04-19 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1748;rozn1360@gloria-jeans.ru;Свердловская область, г. Первоуральск, пр. Ильича 31
608;м-н Ставрополь ТЦ Ботаника;0001374;Южный регион;00005550003814627;09:00;21:00;2012-04-03 00:00:00.000;UTC +03:00;Закрыт;+7-8652-23-90-32;1667;rozn1374@gloria-jeans.ru;г. Ставрополь, ул. Ленина 474
595;м-н Ростов ТЦ РИО;0001361;Южный регион;00005550003814628;10:00;22:00;2012-04-29 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1674;rozn1361@gloria-jeans.ru;г. Ростов-на-Дону, пр. Михаила Нагибина 17
609;м-н Волжск ТЦ Глория;0001375;Поволжье;00005550003814629;09:00;20:00;2012-05-17 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1682;rozn1375@gloria-jeans.ru;Республика Марий Эл, г.Волжск, ул.Ленина 55в
610;м-н Подольск ТЦ Дриада;0001376;Центральный регион;00005550003814630;10:00;22:00;2012-06-07 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1694;rozn1376@gloria-jeans.ru;г.Подольск, ул.Свердлова 26 ТЦ Галерея
596;м-н Пермь Юрша;0001362;Урал;00005550003814631;10:00;21:00;2012-04-17 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1669;rozn1362@gloria-jeans.ru;г Пермь, ул. Юрша 82
611;м-н Луга Володарского;0001377;Северо-Западный регион;00005550003814632;10:00;21:00;2012-05-14 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1768;rozn1377@gloria-jeans.ru;г. Луга, проспект Володарского 30а
612;м-н Темрюк ТЦ Икс Эль;0001378;Южный регион;00005550003814633;09:00;20:00;2012-08-15 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1762;rozn1378@gloria-jeans.ru;г.Темрюк, ул. Калинина  кв. 184 №1/1 №2
613;м-н Киров Ленина;0001379;Центральный регион;00005550003814634;10:00;21:00;2012-04-25 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1225;rozn1379@gloria-jeans.ru;г. Киров, ул. Ленина 102а
597;м-н Черняховск Калинина;0001363;Северо-Западный регион;00005550003814635;10:00;20:00;2012-04-28 00:00:00.000;UTC +02:00;Закрыт;+7-4014-13-58-88;1677;rozn1363@gloria-jeans.ru;Калининградская область, г. Черняховск, ул. Калинина 6А
598;м-н Бердск Ленина;0001364;Сибирь;00005550003814636;10:00;20:00;2012-04-28 00:00:00.000;UTC +07:00;Закрыт;+7-923-258-05-07;1379;rozn1364@gloria-jeans.ru;Новосибирская область, г. Бердск, ул. Ленина 90
599;м-н Георгиевск ГУМ;0001365;Южный регион;00005550003814637;09:00;20:00;2012-04-29 00:00:00.000;UTC +03:00;Закрыт;+7-87951-5-06-95;1673;rozn1365@gloria-jeans.ru;Ставропольский край, г. Георгиевск, ул. Калинина 30
600;м-н Колпино Слуцкой;0001366;Северо-Западный регион;00005550003814638;10:00;21:00;2012-04-21 00:00:00.000;UTC +03:00;Закрыт;8(8122)44-89-24;1671;rozn1366@gloria-jeans.ru;Санкт-Петербург, г. Колпино, ул. Веры Слуцкой 46/2А
614;м-н Соликамск Бисмарк-1;0001380;Урал;00005550003814639;10:00;20:00;2012-05-09 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1692;rozn1380@gloria-jeans.ru;Пермский край, г. Соликамск, ул. 20 лет Победы, д.99 а
615;м-н Владивосток ТЦ Черемушки;0001381;Дальний Восток;00005550003814640;10:00;21:00;2012-05-19 00:00:00.000;UTC +10:00;Действует;8-800-500-82-82;1681;rozn1381@gloria-jeans.ru;Приморский край, г. Владивосток, ул. Черемуховая 15
616;м-н Геленджик ТЦ Южный Город;0001382;Южный регион;00005550003814641;09:00;21:00;2012-05-20 00:00:00.000;UTC +03:00;Закрыт;+7-86141-2-69-97;1684;rozn1382@gloria-jeans.ru;г.Геленджик, ул.Луначарского ,165
617;м-н Орел ТЦ РИО;0001383;Центральный регион;00005550003814642;10:00;22:00;2012-08-04 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1751;rozn1383@gloria-jeans.ru;г.Орел, Московское шоссе, 175
618;м-н Москва ТЦ Сомбреро;0001384;Центральный регион;00005550003814643;10:00;22:00;2012-06-28 00:00:00.000;UTC +03:00;Закрыт;+7-495-641-31-10;1733;rozn1384@gloria-jeans.ru;г. Москва, Варшавское шоссе 152а
619;м-н Всеволожск ТЦ Юбилейный;0001385;Северо-Западный регион;00005550003814644;10:00;21:00;2012-05-25 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1683;rozn1385@gloria-jeans.ru;Ленинградская  область, г. Всеволожск, Октябрьский пр., д. 85
620;м-н Екатеринбург ТЦ Фан-Фан;0001386;Урал;00005550003814645;10:00;22:00;2012-05-29 00:00:00.000;UTC +05:00;Закрыт;+7-343-344-45-40;1685;rozn1386@gloria-jeans.ru;г. Екатеринбург ул. Ясная 2
621;м-н Махачкала ТЦ Оазис;0001387;Южный регион;00005550003814646;10:00;20:00;2012-06-09 00:00:00.000;UTC +03:00;Временно не работает;8-800-500-82-82;1698;rozn1387@gloria-jeans.ru;г. Махачкала, пр-кт Гамидова 16 В
622;м-н Москва ТЦ Облака;0001388;Центральный регион;00005550003814647;10:00;22:00;2012-05-31 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1688;rozn1388@gloria-jeans.ru;г. Москва, Ореховый бульвар 22А
623;м-н Павловский Посад Сити-Центр;0001389;Центральный регион;00005550003814648;09:00;21:00;2012-05-31 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1689;rozn1389@gloria-jeans.ru;г.Павловский Посад, ул.Большая Покровская, д.35
624;м-н Заречный ТЦ Галактика;0001390;Урал;00005550003814649;10:00;20:00;2012-06-20 00:00:00.000;UTC +05:00;Закрыт;+7-34377-3-56-87;1734;rozn1390@gloria-jeans.ru;г. Заречный, ул.Ленинградская 9а
625;м-н Ярославль Толбухина;0001391;Центральный регион;00005550003814650;09:00;21:00;2012-06-08 00:00:00.000;UTC +03:00;Закрыт;+7-4852-28-16-26;1695;rozn1391@gloria-jeans.ru;г. Ярославль, пр. Толбухина 47
626;м-н Анапа ТЦ Красная Площадь;0001392;Южный регион;00005550003814651;10:00;22:00;2012-05-19 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1680;rozn1392@gloria-jeans.ru;Краснодарский край, г Анапа , Астраханская, 99
627;м-н Казань ТЦ Бахетле;0001393;Поволжье;00005550003814652;10:00;21:00;2012-07-05 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1739;rozn1393@gloria-jeans.ru;рес. Татарстан, г. Казань, Авиастроительный район, ул. Ленинградская 27
628;м-н Тихорецк Октябрьская;0001394;Южный регион;00005550003921016;10:00;20:00;2012-06-01 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1691;rozn1394@gloria-jeans.ru;г. Тихорецк, ул. Октябрская 58 а
629;м-н Москва Солнцево 0-8;0001395;Центральный регион;00005550003970023;10:00;22:00;2012-01-29 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1370;rozn1395@gloria-jeans.ru;г.Москва, Боровское шоссе, вл. 6
630;м-н Тольятти ТЦ Парк Хаус 0-13;0001396;Поволжье;00005550003975644;10:00;22:00;2012-02-09 00:00:00.000;UTC +04:00;Закрыт;+7-937-063-84-81;1651;rozn1396@gloria-jeans.ru;г. Тольятти, Автозаводское шоссе 6
631;м-н Майкоп Пролетарская 0-13;0001397;Южный регион;00005550004058962;10:00;20:00;2012-03-22 00:00:00.000;UTC +03:00;Подготовка к закрытию;+7-8772-57-03-18;1664;rozn1397@gloria-jeans.ru;г. Майкоп, ул. Краснооктябрьская 29
632;м-н Саратов ТЦ Манеж;0001398;Поволжье;00005550004080787;10:00;21:00;2012-03-24 00:00:00.000;UTC +03:00;Закрыт;+7-8452-74-03-41;1263;rozn1398@gloria-jeans.ru;г. Саратов, ул. им. Дзержинского Ф.Э 12
633;м-н Южно-Сахалинск ТЦ Калинка;0001399;Дальний Восток;00005550004121702;09:00;20:00;2012-08-18 00:00:00.000;UTC +11:00;Действует;8-800-500-82-82;1763;rozn1399@gloria-jeans.ru;г. Южно-Сахалинск, ул. Сахалинская 69
